key,source,Translation
33A285CE485C845326C4C89701B2BD6F,Une petite plante qui n’a pas encore poussé.,
AC583C614F9327339767C795A6267990,Un sac plein de farine.,
F31909564254806CE7F1E2BEB70E0754,Un sac plein de levain.,
2476436A4F299A67771D4FABC8C6CBEE,"Un sac d'aliment pour animaux.",
374B8A9C4E4E1786E1B4CDB5CE0547C0,"Un sac d'aliment pour animaux.",
3CCC6F56437438784FBE06BCF429ACCC,"Un sac d'aliment pour animaux.",
6780EA0847D69D4195098FACA0D21008,"Un sac d'aliment pour animaux.",
7F92E8794D1D9AD783D604BD3AE86F9C,Un sac de marc de café.,
A6CF74A840B5369B84CC208765C13750,Un sac de compost.,
95A6E6DB49E191F74711258F7893864F,Un sac de mélange de béton. <cf><cf>Utile en fabrication.,
B8C8EA574247998C23685FA541177264,"Un sac d'aliment sec pour chat.",
CBAB99E143DC45C4A0C7059036A2BF85,"Un sac d'aliment sec pour chien.",
87446CCC4D41CE9E0BEC808823D30DF2,Un sac de frites surgelées.,
F63C3996489F51475C826C8C19275F82,Un sac de petits pains pour hot-dogs.,
342A3BAA4CB5931AD9243780296EE752,Un sac de riz. Ce serait mieux s’il était cuit.,
A8DC8252449C82690BD2DEAE540DCB98,Un sac de riz. Ce serait mieux s’il était cuit.,
187170B5444B54D4AF2A2C8CE71EEE13,Un sac de terreau de qualité standard pour la plantation.,
6EBFC3994D8FB4AE542C03A773597B3E,Un sac de sucre. Ce serait mieux utilisé en cuisine.,
AD2D0A124F886BA4535122974417970A,Une baguette.,
039F842E4F27D0B6BB24E384CDBCCA2F,"Une boule de laine d'acier.<cf><cf>Peut être utilisé pour enlever la rouille des voitures.",
A93DC15B43EF7068D80275B3CC7A7A30,Une banane.,
DBEF627C42355D059AE33E9239A2C56E,Un bandeau.,
983839EF46A790C543B9EF90CA1BB15C,Un bar fréquenté par des vétérans.,
9D92659942E700C1920B51834D489FE4,Un bar fréquenté par des vétérans.,
9B292D6A4CEECBFC225E8492122F0D7B,Un savon.,
835AF49149E8C6A1D7C26297C864DE07,Un salon de coiffure.,
891E80CE491CAEC8AC191CA796D78D7D,Un lecteur de codes à barres. Utilisé pour scanner des codes à barres.,
6E0601FD444209352F664285C60DE870,Un terrain de baseball.,
7388AA47430EB58C5B2010BD818F53D7,Une casquette de baseball,
00A4861A424B6E4BAFFC29BE27E4B2FB,"Un pansement de base.<cf><cf>Utilisé pour couvrir les blessures profondes, arrêter le saignement, et prévenir les infections.",
776CBCA448513309D5C7CA86C519C4AA,"Un pansement de base.<cf><cf>Utilisé pour couvrir les blessures profondes, arrêter le saignement, et prévenir les infections.",
950D76C24BDE2DAB46539DB2425B6954,Un marteau basique.,
AA38C3C2474A10D98E8DDFBEF33FC889,Un respirateur basique.,
0B677B62413B7D105FF842B350D24E09,Un tournevis basique.,
BCBC67BB44A340C084D2EB87635EA3EE,Un éponge basique utilisée pour nettoyer la vaisselle.,
7A7BAE574E780779155DECAFB0EEC578,"Une radio talkie-walkie basique.<cf><cf>Permet une communication sur la carte au sein d'une certaine portée.",
EC8A741C40C385041C9163B4B1A4F435,"Une batterie utilisée pour les outils électriques.<cf><cf>La batterie perdra de la puissance en étant utilisée, mais peut être rechargée.",
E2DE2D8243937E33D75A3C88D0ECC56C,Une batterie utilisée pour alimenter certains petits appareils électroniques.,
10CF81BB451D7F3DDF59DBB75C0FE2D2,Une enchilada au bœuf.,
E7759465488ECA628EE5D2BC5A9593EC,"Une bouteille de bière, qui contient habituellement de la bière.",
965C0418432FD24DABDDF3B1825D2082,"Une bouteille de bière, qui contient habituellement de la bière.<cf><cf>Une bière européenne pseudo-importée, vendue internationallement, et mise en bouteille dans différents pays.",
DE701A944F157B10A47970AB281FD89F,"Une bouteille de bière, qui contient habituellement de la bière.<cf><cf>Cerveza Higado est une lager mexicaine importée, connue pour ses pubs présentant des plages tropicales et de la boisson en journée.",
4DD657F34B6342597902F0A5D7F28CC0,"Une bouteille de bière, qui contient habituellement de la bière.<cf><cf>Pas chère, uniforme, plate. Elle fait le boulot.",
613E2D9440FFDAF9362537809F63EAE9,"Une bouteille de bière, qui contient habituellement de la bière.<cf><cf>Vient d'une microbrasserie basée à New york City. Deux fois plus d'alcool, trois fois plus chère.",
87349B60421812E26C3147817F6AEEAA,Un béret.,
F6CAB6DE4A78B0BADBB9E1AAF4744BE6,"Un peu plus chaud qu'un T-shirt.",
54C2AAA945D11A8D16EC84A057A0C710,Un tensiomètre.,
6536A43C465CE9D991F4D280FBC396C6,Un classeur bleu.,
B8EA69054444C1EDF7ECC2B301FDD44D,Un grattoir à os.,
9B702DC44F5EBE15511B62A924A93915,"Une bouteille de lessive, qui contient généralement de la lessive.",
121024AD447340C3D7C5748FD06C33AF,"Une bouteille d'huile pour voiture, qui contient généralement de l'huile pour voiture.<cf><cf>Essentiel pour garder les moteurs de voitures heureux et en bonne santé !",
CCB70A5F4447D4D4508FD187DA5E0658,"Une bouteille de médicament contre le rhume, qui contient généralement du médicament contre le rhume.<cf><cf>Peut aider à réduire les symptômes du rhume. Permet de récupérer d'un rhume deux fois plus vite.",
476CF87248B493608A765585D53EEE95,"Une bouteille d'après-shampooing, spécialement conçue pour les chiens ou chats, qui contient généralement du shampooing.",
0E08BE954E5538FAD279F5A36F9314F3,"Une bouteille d'huile de cuisson. Ce serait mieux si elle était utilisée en cuisine.",
EFDCE3D745DC113540A2CD8A7284CD5A,"Une bouteille de détergent, qui contient généralement du détergent. Peut être utilisée pour nettoyer des vêtements.",
63F570EA46A53FF7FDD745AC58230DDD,"Une bouteille d'adoucissant, qui contient généralement de l'adoucissant.",
FE899DEF440BC8504DDF9EB4A037D412,"Une bouteille de nettoyant pour verre, qui contient généralement du nettoyant pour verre.",
DDC8240E4312AFE4F42E7699F772399A,"Une bouteille de colle, qui contient généralement de la colle.<cf><cf>Utile en fabrication.",
2CCE6F494A3401DD0376CBA3B00E43DE,"Un flacon de sérum pour la croissance des cheveux, qui contient généralement du sérum.",
067DE50440E1AFEA6092D88872C4643D,"Une bouteille de savon pour les mains, qui contient généralement du savon pour les mains. Peut être utilisé pour désinfecter les petites blessures.",
727C8F594385A502686EAA99EE2E2CFB,"Une bouteille de sauce piquante, qui contient généralement de la sauce piquante.",
E65D7CED415DF9B19C0D24A505B58F45,"Une bouteille de ketchup, qui contient généralement du ketchup.",
05CAA668445595663607A7A09A2C1404,"Une bouteille de parfum pour animaux de compagnie, qui contient généralement du parfum.",
707D33464D0D19404FC8BEA2C7E07036,"Une bouteille de sauce ranch, qui contient généralement de la sauce ranch.",
B66C7A02445AE8897333D0BF2D093CA2,"Une bouteille de shampooing, spécialement conçue pour chiens ou chats, qui contient généralement du shampooing.",
90BA9604443A2AC0460FCAABFE2B261F,"Une bouteille de shampooing, qui contient généralement du shampooing.",
AB4D2B9D4F629264FE1CD298352D2DE8,Une bouteille de crème solaire.,
AD6F82144A0BC127428438821EDEA7CD,"Une bouteille de nettoyant pour toilettes, qui contient généralement du nettoyant pour toilettes.",
2F0742894576D25B9D84B3ABECFD848F,Une bouteille de dentifrice. Menthe !,
543EDD17454C2C155F6A99B9CC8288FE,"Une bouteille, généralement avec de l'eau à l'intérieur.",
45A367FD48D1DCE1A65D279CACB6DF8E,"Un arc, pour tirer des flèches.",
638B000B4FB397732AC24EA5994A53C7,Une bol de fondue au fromage.,
2E9A22CB40EDBC8BF686EBB4ADBE4849,Un bol de fondue au chocolat.,
F6DB1843452C57342F5AFB8B391814E3,Un bol de jambalaya.,
C4A8920048DD95EBBA10B78EFD1953CA,Un bol de riz pilaf.,
2690AE1A4691916CDBBB99ADF51A825B,Un bol de rizotto.,
66A1796D4D26BC75E5B1B4A31FF12C72,Une bol de soupe.,
6AAEE1064294577D0A4A0C8361036DA1,Une bol de soupe.,
6E481A99479152D8D7C8AE823CE10739,Une bol de soupe.,
BC3677834DD1C645F559229630F7157F,Un bol de soupe.,
F70293234AB2523117689CB4FC24553E,Un bol de soupe.,
F9F9FA244C26788057B9AEA20E490C55,Un bol de spaghettis carbonara.,
926220E74206F51AA932D385A8D2878C,Un bol de ragoût.,
AD9FA575405D9D5CF1DF66950D72196E,Une boîte pleine de poudre de bauxite. Ne respirez pas ça !<cf><cf>Utilisé dans les recettes de fabrication avancées.,
897F3E1B44F264711B403D968862D62B,Une boîte pleine de poudre de graphite. Ne respirez pas ça !<cf><cf>Utilisé dans les recettes de fabrication avancées.,
CCBACBE04039745799CFF593B94E4EB1,Une boîte pleine de poudre de calcaire. Ne respirez pas ça !<cf><cf>Utilisé dans les recettes de fabrication avancées.,
CF6F286541ACC43728DA8BAAD3666FC9,Une boîte de munitions pour .357 Magnum,
0500E14F4FDB99A36FFAC4A6ED2C9085,Une boîte de munitions pour .38 Special.,
1E5A85FE47736609A6B6058B410DF452,Une boîte de munitions pour .45 ACP.,
BD4CAFD141C74CA314A2E1B2408C9E24,Une boîte de munitions pour .50 BMG.,
0B8F652848C7E3C2BB6FD482662B476D,Une boîte de munitions pour calibre 12,
FFBEF1814997857666FBF1AF83B21B94,"Une boîte de munitions pour 5,56 mm.",
B9BEB8524369F4A6591D5084E70C8CDA,Une boîte de munitions pour 5.7x28mm.,
E53300CD401E0BBFD245728C298AA0AB,"Une boîte de munitions pour 7,62 mm.",
2B3DC6EBA0B1471994EB5B1815475A5C,Une boîte de munitions pour 9mm.,
3D93960D4618D96A8D52F38C7BF8E8D0,"Une boîte d'amandes.",
5FD709FE48B925B6DA692984D05CDC91,"Une boîte de bouillon de bœuf, qui contient généralement du bouillon. Serait mieux dans une soupe !",
FA5899454CF076B61E7C64AA14FE6121,Une boîte de hamburgers de bœuf.,
B8DC79BE41EFCDF3771B49AEFCE3AC61,Une boîte de bâtonnets de pain.,
9A2C73364BFDB2E26FA70DA886D2877E,Une boîte de noix de cajou.,
090323304A89067512C3DB82141E942A,Une boîte de céréales.,
573E82624C049C3A0B7E47BA7C071AAF,Une boîte de céréales.,
E075D32D4615AE41606C1FA29E3F7BDA,Une boîte de céréales.,
484DE67D47517D9E3A2EBDBF3F4E7E23,Une boîte de morceaux de craie.,
27F88F8E45F67AC9945C67AD888F91E8,"Une boîte de bouillon de poulet, qui a généralement du bouillon à l'intérieur. Serait meilleur dans une soupe !",
C27E659340B44AC6175D0B843DDBE619,Une boîte de nouilles au poulet. Serait meilleur cuit.,
2B56AC174A8D96B663EE0BAF66A0A95C,Une boîte de tartes boom au chocolat.,
A06CC67C4BA4D3B9461015B25E0241B6,Une boîte de biscuits aux pépites de chocolat.,
8A454CD64D9806922D480C917AEB9EED,Une boîte de gateaux citronnés.,
8299B68042AB2D22B1B641B6001C3794,Une boîte de biscuits.,
ACAE709F408E5A9C1471E5A3D7A8D34D,Une boîte de biscuits.,
AD7BA18347BAF8501C67659E286BF7BD,Une boîte de biscuits.,
059C4A624FADA0DCA6D48F956DD85732,Une boîte de chocolats gastronomiques aux noix. Coûteux !,
BC1DC1184D863FE6EF9801ADA8BE9C66,Une boîte de chocolats noirs raffinés. Coûteux !,
250567FC4050B467A72ED6A09DE27BB8,Une boîte de chocolats laitiers raffinés. Coûteux !,
C210625D4C1AEBF7787C9DBD451FDBA5,Une boîte de poissons surgelés.,
E6084A7B40FFD8BFB9184ABB08250C59,Une boîte de gaufres surgelées.,
52CD822C4489CC95C30972B437D76286,Une boîte de vis artisanales.,
FEBA24F14A815C897B5092B7947064A1,Une boîte de ressorts artisanaux.,
7364742040CBDDD9B3CEA59FC519AFCF,Une boîte de biscuits aux noisettes.,
C2F5F286422CC029DE3902BAC24177FF,Une boîte de noisettes.,
FA048FDC4B16FB52F6821F9D8C08DFDD,Une boîte de mélange pour chocolat chaud.,
87A8554142D18DB277CBAE8DD0E8BF37,"Une boîte de macaroni et fromage, mais bio. Serait meilleur cuit.",
6F056FB04D0A63F34DA871A055C615A5,Une boîte de macaroni et fromage. Serait meilleur cuit.,
0716E2FC4ADC360A83B56A866667EC0D,Une boîte de clous.,
4B894D364612C4FBCD633A81E354789D,"Une boîte d'avoine.",
B7266CE84B7C8CCDBD5BC3973D92A2D0,"Une boîte d'avoine.",
C3C91B5F4A630E26CF99D49E06B99D83,"Une boîte d'avoine.",
ADF10FB74F3005BD082EF99FE5A2894D,Une boîte de cacahuètes.,
95BF5A464FF99D577829519C02B49633,Une boîte de penne. Serait meilleur cuit.,
BD477246461A1D0A99F2229C0110C949,Une boîte de gâteaux aux ananas et citron.,
1D211CF04DC0DB5552D7DB8DA2119A70,Une boîte de pistaches.,
3DC9849D4C46C59155C933A88A289EC8,Une boîte de tartes boom simples.,
DBE1A9584B7ECF54B8CCDE8EA82F3F69,Une boîte de détergent en poudre.,
DD4FA9B249F66910D46D9B8E0A9E7370,Une boîte de vis.,
AFEACDBA4BA3304CDC542E9FBD7B29A5,Une boîte de spaghettis. Serait meilleur cuit.,
A31EA39E41C221187075CFB1FD03DC8D,Une boîte de ressorts.,
AC3AB6614C2ABC853F254A9F446A580D,Une boîte de tartes boom à la fraise.,
09D90C7D49A70A1DE2B767B8E48FF7E7,Une boîte de boulons solides et lourds.,
DBBCCC3246749F7217EAECA9D1BB26EC,Une boîte de boulons solides et lourds.,
C15B2E434604C8DBEF04F386144A8C73,Une boîte de sachets de thé.,
BFCF3DD94CD021AAFE8E10BD03AF79B4,Une boîte de mouchoirs.,
7632992E40965665222768B4E61504ED,Une boîte de tortillas.,
D8E12675444338F8FB9537A3AE70FAD9,Une boîte de biscuits à la vanille.,
772650FC4BEC89F3BF78B18468920AEB,"Une boîte de bouillon de légumes, qui contient généralement du bouillon. Serait mieux dans une soupe !",
5B2628D5478F2E2AD3676FBFAA7DD24E,Une boîte de noix.,
68400B2E494D7A11C79CC08FB41BA2F6,Une boîte de biscuits de blé.,
1B27DC234E3B4CDF5E2A2EB5A2F4CB6F,Une boîte de zitoni tagliati. Serait meilleur cuit.,
5FB38A234212E9E85DFC7D870F38FC3C,Une boîte avec les ingrédients pour les enchiladas.,
224052464DE4466827E2B88040F93013,Une boîte avec les ingrédients pour les fajitas.,
49CF7D124164E3BEA2AB7593B9D44118,Une boîte avec les ingrédients pour les fajitas.,
0906418049B2C0D7CEB5C4BB2DD85BD6,Un instrument en cuivre utilisé depuis 1500 av. J.-C.,
4EE258C048E6CD2A6BAAC99787A5C276,Un pain à saucisse.,
C2B63D2A42BF3298670C7CAC65E38470,"Une chemise hawaïenne lumineuse. N'est pas vraiment adapté...",
9939DE2948328D8D931A35A524E963D8,Un brocoli.,
1ED48AD74F6EFE55129222B82690DE43,Une bouteille brisée.,
11A1218C4D90AEC3478187A695345F93,Une bouteille brisée. Parfaite pour les bagarres de bar ou les discussions houleuses !,
2ACD9BB948B379D650E54888B8986E82,Un pinceau utilisé lors du rasage.,
4ECD32EA4796A77EFF47D7AD073C682C,"Une botte de foin utilisée pour nourrir les animaux de la ferme, ou vous-même.",
7AFBE3244A4AC7416E7652BAB55C5B3C,"Un paquet de caoutchouc enroulé, idéal comme isolant.",
7DDB2C4F460D6207F77BA4A3D78DB67A,"Un paquet de caoutchouc enroulé, idéal comme isolant.",
AA5C919B4602381DA0CED89B4129D2F4,Un paquet de fil.<cf><cf>Utile en fabrication.,
C4440CDB4FE8DD447FA90CA37BDD2AB0,Un lot de courroies temporelles. Une pièce moteur essentielle pour une voiture.<cf><cf>Peut être installé dans un moteur de voiture avec les outils appropriés.,
4EB980604B93827CC0BFAAA871C2688F,Un rouleau de fil de cuivre utilisable.,
F173FEC44FA950BADF4DF581969AD3C6,Un rouleau de fil de cuivre utilisable.,
EDF8D8A4401F498459E99986126EE1B6,Un paquet de fils.,
607526A5486DB50C54385E9E7C3002F0,Une chemise à boutons.,
392E001549AEFEC07B1CA7B231AA526E,Un chou.,
0C6BD8C1416F40EE4E46D48B5F679D38,Une cabane au milieu de nulle part. Es-tu sûr de vouloir être si loin de tout le monde ?,
1D25A2E04505FEF0E7F2C3B891874426,Une cabane près du lac Chazy.,
FF05B32943258CC4672FE099F974833F,Une cabane de vacances.,
1A23DA3E47700A0D9D9760B01D7AE966,Un cabanon avec un secret.,
212D229942D641C7CD260CA643C4C99E,Une conserve pleine de maïs.,
A633A72846B02E0BA713949243B8C288,Une conserve pleine de pois.,
4A3D90184F6FE76F875C90A74DFD68CD,Une conserve de soupe aux haricots.,
671ED91E4DC65EA8905D10A2E44C7444,Une conserve de soupe aux nouilles au poulet.,
32546D884A1AF3CD89C6E4B7992DFC10,"Une boîte de soupe de poulet, mais sans les nouilles !",
790F063245A7B8A1E59FD988392E3EA9,Une conserve de tomates concassées.,
3A8585F248CE58C533D2E285C24CC983,"Une conserve de nourriture pour chien, goût poulet !",
45EC8271443EFC9FA003DFA18F80041D,Un pot de nettoyant à graisse.,
F34B7EFA4900292556BCA1BED4341875,"Une bombe d'aérosol pour cheveux.",
985377C5470EC911603E008741FDC300,Une conserve de hareng.,
F37BC5354750DF4B72902F86E55E8147,Une bombe de peinture en aérosol.,
928710D7422066497A7F7CADED57414B,Une boîte de thon.,
F7DEC41D48857B96CA0A95884D675DB6,Une conserve de soupe de légumes.,
EA5C99EB4A0BF25A0ABEACBB92AE146F,Une conserve de nourriture humide pour chats.,
2F14C6564A9C71D7D2DAEEA608115D68,Un morceau de melon cantaloup.,
17DFFE9341ADEE266EEA029974701946,Une melon de cantaloup.,
3E31380043A2393925F9F89B6AE1461A,Un képi de police.,
AA53AF2E47F65E0C1B4E3CBDDE51C58F,Un képi parfois portée par les militaires.,
A9EDB9B347F038B3F49372B87E2C57EA,Un condensateur généralement utilisé dans des recettes électriques avancées.,
FE122CAA47DC28E0C11E8B8DE515E442,Un condensateur généralement utilisé dans des recettes électriques avancées.,
CBF239E54EE8197AE82BFD971462B0A9,Un filtre à voiture.,
B96035F94630E6749CBB5FA607209E97,Un filtre à voiture.<cf><cf>Peut être installé dans une voiture avec les outils appropriés.,
979DAA784D44BA38AA7C4CAEA6CC74C4,"Le moteur d'une voiture.",
5F440DB94530EFE85FF60F9A100F89E0,"Le réservoir d'essence d'une voiture.",
818B46C942CC930DF964DC9A14AF73EE,"Le réservoir d'essence d'une voiture.",
42E0E34D43D30787CE42C1A9307BAC51,Une barre de bonbon caramel.,
7EF7632D4A0949AC64AE1CAD958643CE,Un plat de côte de bœuf caramélisée.,
F7BA5757483519392BBE90B5C19E7431,Une carte bancaire. Probablement adaptée à la plupart des DAB.,
BB5F86A14F464B0C661446A355B714D3,Une tranche de carotte.,
BDA75668481EC9BAFB7E26ACEF6580CB,Un carotte.,
DFCFB353481A6EADF5A72E90FBCB7C33,"Un carton d'œufs de canard.",
7BB9050E4977E814AF2A148F1BDC000F,Une chemise sportive décontractée.,
AE0D91EA4AA68D90503A38B87BA6A728,Un poisson-chat.,
CDA68BD047F5455009CF0DB2DE877E59,"Une caverne avec quelque chose à l'intérieur.",
EB5874DB4E6350103B6163B4D8CE2FF1,Une caverne.,
2CD0F78C434B25BD0154168EA36E0B40,Un cimetière plein de morts.,
98D018FC459D341DF01DED95A87002DB,Un cimetière.,
1F660B7B47700CE0FCA9CE95F7CFD701,Un plat en céramique pour four.<cf><cf>Peut être utilisé pour cuisiner.,
90407492420D6DC43161D2B6749E9BFB,Un plat en céramique pour four.<cf><cf>Peut être utilisé pour cuisiner.,
8617F32243A297794CE92C8DA7581058,Un trophée en plastique bon marché.,
F756ADB244E12F140AFFF0A40180817C,Un échiquier.,
11BAD4754E653BCD3436828A3FB93D3B,Un fajita de poulet.,
1C6A861E40BB8FE3FF68DA96F85E7353,Un cookie aux pépites de chocolat. Miam!,
9FC5CE1C43477FDC83FAA2A2492DC210,Un beignet au chocolat.,
FDB092A4469AFA428778588E5C33DC9C,Un morceau de bœuf wagyu élevé sur herbe.,
710E906C403A1F71EE98F59D7E493F1B,"Un morceau de peau de fourrure brute récupérée en dépecant un animal.<cf><cf>Inutilisable en l'état, doit être séché.",
D9046B604A9C80793549A1B84CF78BAB,"Un morceau de cuir dur brut récupéré en dépeçant un animal.<cf><cf>Inutilisable en l'état, doit être séché.",
1086AF664D60FE98357A91B1F898CF97,"Un morceau de cuir brut récupéré en dépeçant un animal.<cf><cf>Inutilisable en l'état, doit être séché.",
55FB99A24C502820A87E18AF204607FF,Une église.,
5835315A4E862E62D2E67B96DA0302C5,Une église.,
19B6DFA84B23A528634D9E90065FC920,"Une lame de scie circulaire.<cf><cf>Spécialement faite pour s'adapter à un outil de découpe électrique.",
8B8BE46C4479A13C55FB6CBFE2DEC2E1,"Une lame de scie circulaire.<cf><cf>Spécialement faite pour s'adapter à un outil de découpe électrique.",
302C75B143FBD296645C9990818B9C4B,"Une scie circulaire.<cf><cf> Utile en fabrication. Recquiert une batterie d'outil pour fonctionner.",
FF1C40284B0FF842B9684E8AA65D6B13,Un fruit citrus.,
4C4CFEB844F4EF623F84329E67D5250A,Un bureau gouvernemental municipal pour Dannemora.,
DFBA8F1F4F9F77481C9412A7D575B476,Une tradition américaine classique.,
62DA1F14426CBEE1A6D177B6605044EF,"Un revolver classique, autrefois utilisé par la police de New York. On peut encore le trouver aux États-Unis.",
C8BEA5A14A4EDBAAB53DC3A6BE49E486,Un marteau avec arrache-clous.<cf><cf>Utile pour fabriquer des objets.,
